ClePrimaire;dateProd;codeINSEE;QuantiteProd;typeProd
;2019-01;93;;nucléaire
;2019-02;93;;nucléaire
;2019-03;93;;nucléaire
;2019-04;93;;nucléaire
;2019-05;93;;nucléaire
;2019-06;93;;nucléaire
;2019-07;93;;nucléaire
;2019-08;93;;nucléaire
;2019-09;93;;nucléaire
;2019-10;93;;nucléaire
;2019-11;93;;nucléaire
;2019-12;93;;nucléaire
;2014-01;11;107;charbon
;2014-02;11;16;charbon
;2014-03;11;73;charbon
;2014-04;11;68;charbon
;2014-05;11;44;charbon
;2014-06;11;48;charbon
;2014-07;11;0;charbon
;2014-08;11;-1;charbon
;2014-09;11;100;charbon
;2014-10;11;151;charbon
;2014-11;11;63;charbon
;2014-12;11;176;charbon
;2015-01;11;200;charbon
;2015-02;11;220;charbon
;2015-03;11;173;charbon
;2015-04;11;45;charbon
;2015-05;11;-1;charbon
;2015-06;11;0;charbon
;2015-07;11;0;charbon
;2015-08;11;0;charbon
;2015-09;11;0;charbon
;2015-10;11;1;charbon
;2015-11;11;2;charbon
;2015-12;11;1;charbon
;2016-01;11;0;charbon
;2016-02;11;0;charbon
;2016-03;11;0;charbon
;2016-04;11;0;charbon
;2016-05;11;0;charbon
;2016-06;11;0;charbon
;2016-07;11;0;charbon
;2016-08;11;0;charbon
;2016-09;11;0;charbon
;2016-10;11;0;charbon
;2016-11;11;0;charbon
;2016-12;11;0;charbon
;2017-01;11;0;charbon
;2017-02;11;0;charbon
;2017-03;11;0;charbon
;2017-04;11;0;charbon
;2017-05;11;0;charbon
;2017-06;11;0;charbon
;2017-07;11;0;charbon
;2017-08;11;0;charbon
;2017-09;11;0;charbon
;2017-10;11;0;charbon
;2017-11;11;0;charbon
;2017-12;11;0;charbon
;2018-01;11;0;charbon
;2018-02;11;0;charbon
;2018-03;11;0;charbon
;2018-04;11;0;charbon
;2018-05;11;0;charbon
;2018-06;11;0;charbon
;2018-07;11;0;charbon
;2018-08;11;0;charbon
;2018-09;11;0;charbon
;2018-10;11;0;charbon
;2018-11;11;0;charbon
;2018-12;11;0;charbon
;2019-01;11;0;charbon
;2019-02;11;0;charbon
;2019-03;11;0;charbon
;2019-04;11;0;charbon
;2019-05;11;0;charbon
;2019-06;11;0;charbon
;2019-07;11;0;charbon
;2019-08;11;0;charbon
;2019-09;11;0;charbon
;2019-10;11;0;charbon
;2019-11;11;0;charbon
;2019-12;11;0;charbon
;2014-01;24;;charbon
;2014-02;24;;charbon
;2014-03;24;;charbon
;2014-04;24;;charbon
;2014-05;24;;charbon
;2014-06;24;;charbon
;2014-07;24;;charbon
;2014-08;24;;charbon
;2014-09;24;;charbon
;2014-10;24;;charbon
;2014-11;24;;charbon
;2014-12;24;;charbon
;2015-01;24;;charbon
;2015-02;24;;charbon
;2015-03;24;;charbon
;2015-04;24;;charbon
;2015-05;24;;charbon
;2015-06;24;;charbon
;2015-07;24;;charbon
;2015-08;24;;charbon
;2015-09;24;;charbon
;2015-10;24;;charbon
;2015-11;24;;charbon
;2015-12;24;;charbon
;2016-01;24;;charbon
;2016-02;24;;charbon
;2016-03;24;;charbon
;2016-04;24;;charbon
;2016-05;24;;charbon
;2016-06;24;;charbon
;2016-07;24;;charbon
;2016-08;24;;charbon
;2016-09;24;;charbon
;2016-10;24;;charbon
;2016-11;24;;charbon
;2016-12;24;;charbon
;2017-01;24;;charbon
;2017-02;24;;charbon
;2017-03;24;;charbon
;2017-04;24;;charbon
;2017-05;24;;charbon
;2017-06;24;;charbon
;2017-07;24;;charbon
;2017-08;24;;charbon
;2017-09;24;;charbon
;2017-10;24;;charbon
;2017-11;24;;charbon
;2017-12;24;;charbon
;2018-01;24;;charbon
;2018-02;24;;charbon
;2018-03;24;;charbon
;2018-04;24;;charbon
;2018-05;24;;charbon
;2018-06;24;;charbon
;2018-07;24;;charbon
;2018-08;24;;charbon
;2018-09;24;;charbon
;2018-10;24;;charbon
;2018-11;24;;charbon
;2018-12;24;;charbon
;2019-01;24;;charbon
;2019-02;24;;charbon
;2019-03;24;;charbon
;2019-04;24;;charbon
;2019-05;24;;charbon
;2019-06;24;;charbon
;2019-07;24;;charbon
;2019-08;24;;charbon
;2019-09;24;;charbon
;2019-10;24;;charbon
;2019-11;24;;charbon
;2019-12;24;;charbon
;2014-01;27;0;charbon
;2014-02;27;0;charbon
;2014-03;27;0;charbon
;2014-04;27;0;charbon
;2014-05;27;0;charbon
;2014-06;27;0;charbon
;2014-07;27;0;charbon
;2014-08;27;0;charbon
;2014-09;27;0;charbon
;2014-10;27;0;charbon
;2014-11;27;0;charbon
;2014-12;27;0;charbon
;2015-01;27;0;charbon
;2015-02;27;0;charbon
;2015-03;27;0;charbon
;2015-04;27;0;charbon
;2015-05;27;0;charbon
;2015-06;27;0;charbon
;2015-07;27;0;charbon
;2015-08;27;0;charbon
;2015-09;27;0;charbon
;2015-10;27;0;charbon
;2015-11;27;0;charbon
;2015-12;27;0;charbon
;2016-01;27;0;charbon
;2016-02;27;0;charbon
;2016-03;27;0;charbon
;2016-04;27;0;charbon
;2016-05;27;0;charbon
;2016-06;27;0;charbon
;2016-07;27;0;charbon
;2016-08;27;0;charbon
;2016-09;27;0;charbon
;2016-10;27;0;charbon
;2016-11;27;0;charbon
;2016-12;27;0;charbon
;2017-01;27;0;charbon
;2017-02;27;0;charbon
;2017-03;27;0;charbon
;2017-04;27;0;charbon
;2017-05;27;0;charbon
;2017-06;27;0;charbon
;2017-07;27;0;charbon
;2017-08;27;0;charbon
;2017-09;27;0;charbon
;2017-10;27;0;charbon
;2017-11;27;0;charbon
;2017-12;27;0;charbon
;2018-01;27;0;charbon
;2018-02;27;;charbon
;2018-03;27;;charbon
;2018-04;27;;charbon
;2018-05;27;;charbon
;2018-06;27;;charbon
;2018-07;27;;charbon
;2018-08;27;;charbon
;2018-09;27;;charbon
;2018-10;27;;charbon
;2018-11;27;;charbon
;2018-12;27;;charbon
;2019-01;27;;charbon
;2019-02;27;;charbon
;2019-03;27;;charbon
;2019-04;27;;charbon
;2019-05;27;;charbon
;2019-06;27;;charbon
;2019-07;27;;charbon
;2019-08;27;;charbon
;2019-09;27;;charbon
;2019-10;27;;charbon
;2019-11;27;;charbon
;2019-12;27;;charbon
;2014-01;28;118;charbon
;2014-02;28;144;charbon
;2014-03;28;131;charbon
;2014-04;28;-2;charbon
;2014-05;28;-2;charbon
;2014-06;28;-2;charbon
;2014-07;28;-1;charbon
;2014-08;28;-1;charbon
;2014-09;28;-2;charbon
;2014-10;28;-2;charbon
;2014-11;28;-2;charbon
;2014-12;28;-3;charbon
;2015-01;28;-3;charbon
;2015-02;28;-6;charbon
;2015-03;28;-5;charbon
;2015-04;28;168;charbon
;2015-05;28;13;charbon
;2015-06;28;-2;charbon
;2015-07;28;-2;charbon
;2015-08;28;24;charbon
;2015-09;28;80;charbon
;2015-10;28;142;charbon
;2015-11;28;221;charbon
;2015-12;28;223;charbon
;2016-01;28;224;charbon
;2016-02;28;129;charbon
;2016-03;28;303;charbon
;2016-04;28;252;charbon
;2016-05;28;133;charbon
;2016-06;28;127;charbon
;2016-07;28;66;charbon
;2016-08;28;58;charbon
;2016-09;28;314;charbon
;2016-10;28;222;charbon
;2016-11;28;287;charbon
;2016-12;28;341;charbon
;2017-01;28;368;charbon
;2017-02;28;196;charbon
;2017-03;28;181;charbon
;2017-04;28;177;charbon
;2017-05;28;-2;charbon
;2017-06;28;88;charbon
;2017-07;28;232;charbon
;2017-08;28;99;charbon
;2017-09;28;236;charbon
;2017-10;28;228;charbon
;2017-11;28;241;charbon
;2017-12;28;-2;charbon
;2018-01;28;53;charbon
;2018-02;28;262;charbon
;2018-03;28;19;charbon
;2018-04;28;12;charbon
;2018-05;28;83;charbon
;2018-06;28;224;charbon
;2018-07;28;57;charbon
;2018-08;28;119;charbon
;2018-09;28;-1;charbon
;2018-10;28;-4;charbon
;2018-11;28;1;charbon
;2018-12;28;39;charbon
;2019-01;28;47;charbon
;2019-02;28;120;charbon
;2019-03;28;-5;charbon
;2019-04;28;-4;charbon
;2019-05;28;-5;charbon
;2019-06;28;-4;charbon
;2019-07;28;10;charbon
;2019-08;28;-3;charbon
;2019-09;28;-1;charbon
;2019-10;28;15;charbon
;2019-11;28;117;charbon
;2019-12;28;49;charbon
;2014-01;32;52;charbon
;2014-02;32;39;charbon
;2014-03;32;32;charbon
;2014-04;32;7;charbon
;2014-05;32;7;charbon
;2014-06;32;20;charbon
;2014-07;32;-1;charbon
;2014-08;32;-1;charbon
;2014-09;32;9;charbon
;2014-10;32;73;charbon
;2014-11;32;54;charbon
;2014-12;32;30;charbon
;2015-01;32;118;charbon
;2015-02;32;85;charbon
;2015-03;32;60;charbon
;2015-04;32;28;charbon
;2015-05;32;1;charbon
;2015-06;32;3;charbon
;2015-07;32;1;charbon
;2015-08;32;0;charbon
;2015-09;32;3;charbon
;2015-10;32;4;charbon
;2015-11;32;11;charbon
;2015-12;32;10;charbon
;2016-01;32;3;charbon
;2016-02;32;4;charbon
;2016-03;32;1;charbon
;2016-04;32;0;charbon
;2016-05;32;2;charbon
;2016-06;32;4;charbon
;2016-07;32;1;charbon
;2016-08;32;1;charbon
;2016-09;32;3;charbon
;2016-10;32;3;charbon
;2016-11;32;9;charbon
;2016-12;32;9;charbon
;2017-01;32;4;charbon
;2017-02;32;6;charbon
;2017-03;32;2;charbon
;2017-04;32;0;charbon
;2017-05;32;2;charbon
;2017-06;32;4;charbon
;2017-07;32;1;charbon
;2017-08;32;1;charbon
;2017-09;32;4;charbon
;2017-10;32;4;charbon
;2017-11;32;10;charbon
;2017-12;32;10;charbon
;2018-01;32;0;charbon
;2018-02;32;0;charbon
;2018-03;32;0;charbon
;2018-04;32;0;charbon
;2018-05;32;0;charbon
;2018-06;32;0;charbon
;2018-07;32;0;charbon
;2018-08;32;0;charbon
;2018-09;32;0;charbon
;2018-10;32;0;charbon
;2018-11;32;0;charbon
;2018-12;32;0;charbon
;2019-01;32;4;charbon
;2019-02;32;6;charbon
;2019-03;32;2;charbon
;2019-04;32;0;charbon
;2019-05;32;2;charbon
;2019-06;32;4;charbon
;2019-07;32;1;charbon
;2019-08;32;1;charbon
;2019-09;32;4;charbon
;2019-10;32;4;charbon
;2019-11;32;10;charbon
;2019-12;32;10;charbon
;2014-01;44;399;charbon
;2014-02;44;499;charbon
;2014-03;44;403;charbon
;2014-04;44;359;charbon
;2014-05;44;164;charbon
;2014-06;44;140;charbon
;2014-07;44;36;charbon
;2014-08;44;4;charbon
;2014-09;44;193;charbon
;2014-10;44;423;charbon
;2014-11;44;299;charbon
;2014-12;44;425;charbon
;2015-01;44;565;charbon
;2015-02;44;558;charbon
;2015-03;44;426;charbon
;2015-04;44;225;charbon
;2015-05;44;22;charbon
;2015-06;44;38;charbon
;2015-07;44;111;charbon
;2015-08;44;32;charbon
;2015-09;44;200;charbon
;2015-10;44;320;charbon
;2015-11;44;248;charbon
;2015-12;44;202;charbon
;2016-01;44;117;charbon
;2016-02;44;52;charbon
;2016-03;44;235;charbon
;2016-04;44;77;charbon
;2016-05;44;10;charbon
;2016-06;44;14;charbon
;2016-07;44;16;charbon
;2016-08;44;43;charbon
;2016-09;44;202;charbon
;2016-10;44;243;charbon
;2016-11;44;357;charbon
;2016-12;44;318;charbon
;2017-01;44;416;charbon
;2017-02;44;310;charbon
;2017-03;44;127;charbon
;2017-04;44;55;charbon
;2017-05;44;148;charbon
;2017-06;44;64;charbon
;2017-07;44;171;charbon
;2017-08;44;35;charbon
;2017-09;44;91;charbon
;2017-10;44;311;charbon
;2017-11;44;326;charbon
;2017-12;44;283;charbon
;2018-01;44;68;charbon
;2018-02;44;215;charbon
;2018-03;44;339;charbon
;2018-04;44;48;charbon
;2018-05;44;16;charbon
;2018-06;44;12;charbon
;2018-07;44;157;charbon
;2018-08;44;13;charbon
;2018-09;44;134;charbon
;2018-10;44;271;charbon
;2018-11;44;226;charbon
;2018-12;44;91;charbon
;2019-01;44;259;charbon
;2019-02;44;104;charbon
;2019-03;44;22;charbon
;2019-04;44;32;charbon
;2019-05;44;8;charbon
;2019-06;44;12;charbon
;2019-07;44;14;charbon
;2019-08;44;16;charbon
;2019-09;44;15;charbon
;2019-10;44;18;charbon
;2019-11;44;94;charbon
;2019-12;44;83;charbon
;2014-01;52;233;charbon
;2014-02;52;19;charbon
;2014-03;52;383;charbon
;2014-04;52;336;charbon
;2014-05;52;156;charbon
;2014-06;52;149;charbon
;2014-07;52;118;charbon
;2014-08;52;61;charbon
;2014-09;52;283;charbon
;2014-10;52;242;charbon
;2014-11;52;348;charbon
;2014-12;52;359;charbon
;2015-01;52;524;charbon
;2015-02;52;533;charbon
;2015-03;52;221;charbon
;2015-04;52;-4;charbon
;2015-05;52;-4;charbon
;2015-06;52;-3;charbon
;2015-07;52;-4;charbon
;2015-08;52;101;charbon
;2015-09;52;246;charbon
;2015-10;52;329;charbon
;2015-11;52;148;charbon
;2015-12;52;166;charbon
;2016-01;52;363;charbon
;2016-02;52;219;charbon
;2016-03;52;208;charbon
;2016-04;52;115;charbon
;2016-05;52;-4;charbon
;2016-06;52;-4;charbon
;2016-07;52;-3;charbon
;2016-08;52;-6;charbon
;2016-09;52;-10;charbon
;2016-10;52;142;charbon
;2016-11;52;273;charbon
;2016-12;52;323;charbon
;2017-01;52;528;charbon
;2017-02;52;453;charbon
;2017-03;52;77;charbon
;2017-04;52;394;charbon
;2017-05;52;342;charbon
;2017-06;52;138;charbon
;2017-07;52;390;charbon
;2017-08;52;34;charbon
;2017-09;52;178;charbon
;2017-10;52;595;charbon
;2017-11;52;569;charbon
;2017-12;52;349;charbon
;2018-01;52;157;charbon
;2018-02;52;381;charbon
;2018-03;52;381;charbon
;2018-04;52;183;charbon
;2018-05;52;53;charbon
;2018-06;52;31;charbon
;2018-07;52;366;charbon
;2018-08;52;364;charbon
;2018-09;52;208;charbon
;2018-10;52;522;charbon
;2018-11;52;236;charbon
;2018-12;52;81;charbon
;2019-01;52;105;charbon
;2019-02;52;5;charbon
;2019-03;52;-1;charbon
;2019-04;52;-7;charbon
;2019-05;52;-4;charbon
;2019-06;52;-2;charbon
;2019-07;52;37;charbon
;2019-08;52;9;charbon
;2019-09;52;7;charbon
;2019-10;52;-5;charbon
;2019-11;52;244;charbon
;2019-12;52;102;charbon
;2014-01;53;;charbon
;2014-02;53;;charbon
;2014-03;53;;charbon
;2014-04;53;;charbon
;2014-05;53;;charbon
;2014-06;53;;charbon
;2014-07;53;;charbon
;2014-08;53;;charbon
;2014-09;53;;charbon
;2014-10;53;;charbon
;2014-11;53;;charbon
;2014-12;53;;charbon
;2015-01;53;;charbon
;2015-02;53;;charbon
;2015-03;53;;charbon
;2015-04;53;;charbon
;2015-05;53;;charbon
;2015-06;53;;charbon
;2015-07;53;;charbon
;2015-08;53;;charbon
;2015-09;53;;charbon
;2015-10;53;;charbon
;2015-11;53;;charbon
;2015-12;53;;charbon
;2016-01;53;;charbon
;2016-02;53;;charbon
;2016-03;53;;charbon
;2016-04;53;;charbon
;2016-05;53;;charbon
;2016-06;53;;charbon
;2016-07;53;;charbon
;2016-08;53;;charbon
;2016-09;53;;charbon
;2016-10;53;;charbon
;2016-11;53;;charbon
;2016-12;53;;charbon
;2017-01;53;;charbon
;2017-02;53;;charbon
;2017-03;53;;charbon
;2017-04;53;;charbon
;2017-05;53;;charbon
;2017-06;53;;charbon
;2017-07;53;;charbon
;2017-08;53;;charbon
;2017-09;53;;charbon
;2017-10;53;;charbon
;2017-11;53;;charbon
;2017-12;53;;charbon
;2018-01;53;;charbon
;2018-02;53;;charbon
;2018-03;53;;charbon
;2018-04;53;;charbon
;2018-05;53;;charbon
;2018-06;53;;charbon
;2018-07;53;;charbon
;2018-08;53;;charbon
;2018-09;53;;charbon
;2018-10;53;;charbon
;2018-11;53;;charbon
;2018-12;53;;charbon
;2019-01;53;;charbon
;2019-02;53;;charbon
;2019-03;53;;charbon
;2019-04;53;;charbon
;2019-05;53;;charbon
;2019-06;53;;charbon
;2019-07;53;;charbon
;2019-08;53;;charbon
;2019-09;53;;charbon
;2019-10;53;;charbon
;2019-11;53;;charbon
;2019-12;53;;charbon
;2014-01;75;;charbon
;2014-02;75;;charbon
;2014-03;75;;charbon
;2014-04;75;;charbon
;2014-05;75;;charbon
;2014-06;75;;charbon
;2014-07;75;;charbon
;2014-08;75;;charbon
;2014-09;75;;charbon
;2014-10;75;;charbon
;2014-11;75;;charbon
;2014-12;75;;charbon
;2015-01;75;;charbon
;2015-02;75;;charbon
;2015-03;75;;charbon
;2015-04;75;;charbon
;2015-05;75;;charbon
;2015-06;75;;charbon
;2015-07;75;;charbon
;2015-08;75;;charbon
;2015-09;75;;charbon
;2015-10;75;;charbon
;2015-11;75;;charbon
;2015-12;75;;charbon
;2016-01;75;;charbon
;2016-02;75;;charbon
;2016-03;75;;charbon
;2016-04;75;;charbon
;2016-05;75;;charbon
;2016-06;75;;charbon
;2016-07;75;;charbon
;2016-08;75;;charbon
;2016-09;75;;charbon
;2016-10;75;;charbon
;2016-11;75;;charbon
;2016-12;75;;charbon
;2017-01;75;;charbon
;2017-02;75;;charbon
;2017-03;75;;charbon
;2017-04;75;;charbon
;2017-05;75;;charbon
;2017-06;75;;charbon
;2017-07;75;;charbon
;2017-08;75;;charbon
;2017-09;75;;charbon
;2017-10;75;;charbon
;2017-11;75;;charbon
;2017-12;75;;charbon
;2018-01;75;;charbon
;2018-02;75;;charbon
;2018-03;75;;charbon
;2018-04;75;;charbon
;2018-05;75;;charbon
;2018-06;75;;charbon
;2018-07;75;;charbon
;2018-08;75;;charbon
;2018-09;75;;charbon
;2018-10;75;;charbon
;2018-11;75;;charbon
;2018-12;75;;charbon
;2019-01;75;;charbon
;2019-02;75;;charbon
;2019-03;75;;charbon
;2019-04;75;;charbon
;2019-05;75;;charbon
;2019-06;75;;charbon
;2019-07;75;;charbon
;2019-08;75;;charbon
;2019-09;75;;charbon
;2019-10;75;;charbon
;2019-11;75;;charbon
;2019-12;75;;charbon
;2014-01;76;;charbon
;2014-02;76;;charbon
;2014-03;76;;charbon
;2014-04;76;;charbon
;2014-05;76;;charbon
;2014-06;76;;charbon
;2014-07;76;;charbon
;2014-08;76;;charbon
;2014-09;76;;charbon
;2014-10;76;;charbon
;2014-11;76;;charbon
;2014-12;76;;charbon
;2015-01;76;;charbon
;2015-02;76;;charbon
;2015-03;76;;charbon
;2015-04;76;;charbon
;2015-05;76;;charbon
;2015-06;76;;charbon
;2015-07;76;;charbon
;2015-08;76;;charbon
;2015-09;76;;charbon
;2015-10;76;;charbon
;2015-11;76;;charbon
;2015-12;76;;charbon
;2016-01;76;;charbon
;2016-02;76;;charbon
;2016-03;76;;charbon
;2016-04;76;;charbon
;2016-05;76;;charbon
;2016-06;76;;charbon
;2016-07;76;;charbon
;2016-08;76;;charbon
;2016-09;76;;charbon
;2016-10;76;;charbon
;2016-11;76;;charbon
;2016-12;76;;charbon
;2017-01;76;;charbon
;2017-02;76;;charbon
;2017-03;76;;charbon
;2017-04;76;;charbon
;2017-05;76;;charbon
;2017-06;76;;charbon
;2017-07;76;;charbon
;2017-08;76;;charbon
;2017-09;76;;charbon
;2017-10;76;;charbon
;2017-11;76;;charbon
;2017-12;76;;charbon
;2018-01;76;;charbon
;2018-02;76;;charbon
;2018-03;76;;charbon
;2018-04;76;;charbon
;2018-05;76;;charbon
;2018-06;76;;charbon
;2018-07;76;;charbon
;2018-08;76;;charbon
;2018-09;76;;charbon
;2018-10;76;;charbon
;2018-11;76;;charbon
;2018-12;76;;charbon
;2019-01;76;;charbon
;2019-02;76;;charbon
;2019-03;76;;charbon
;2019-04;76;;charbon
;2019-05;76;;charbon
;2019-06;76;;charbon
;2019-07;76;;charbon
;2019-08;76;;charbon
;2019-09;76;;charbon
;2019-10;76;;charbon
;2019-11;76;;charbon
;2019-12;76;;charbon
;2014-01;84;0;charbon
;2014-02;84;0;charbon
;2014-03;84;1;charbon
;2014-04;84;0;charbon
;2014-05;84;0;charbon
;2014-06;84;0;charbon
;2014-07;84;0;charbon
;2014-08;84;0;charbon
;2014-09;84;0;charbon
;2014-10;84;0;charbon
;2014-11;84;0;charbon
;2014-12;84;2;charbon
;2015-01;84;6;charbon
;2015-02;84;7;charbon
;2015-03;84;6;charbon
;2015-04;84;4;charbon
;2015-05;84;5;charbon
;2015-06;84;4;charbon
;2015-07;84;3;charbon
;2015-08;84;0;charbon
;2015-09;84;0;charbon
;2015-10;84;0;charbon
;2015-11;84;5;charbon
;2015-12;84;5;charbon
;2016-01;84;7;charbon
;2016-02;84;7;charbon
;2016-03;84;5;charbon
;2016-04;84;5;charbon
;2016-05;84;5;charbon
;2016-06;84;5;charbon
;2016-07;84;6;charbon
;2016-08;84;1;charbon
;2016-09;84;5;charbon
;2016-10;84;2;charbon
;2016-11;84;5;charbon
;2016-12;84;7;charbon
;2017-01;84;7;charbon
;2017-02;84;7;charbon
;2017-03;84;4;charbon
;2017-04;84;6;charbon
;2017-05;84;6;charbon
;2017-06;84;6;charbon
;2017-07;84;6;charbon
;2017-08;84;2;charbon
;2017-09;84;4;charbon
;2017-10;84;6;charbon
;2017-11;84;6;charbon
;2017-12;84;7;charbon
;2018-01;84;7;charbon
;2018-02;84;6;charbon
;2018-03;84;6;charbon
;2018-04;84;5;charbon
;2018-05;84;6;charbon
;2018-06;84;5;charbon
;2018-07;84;5;charbon
;2018-08;84;4;charbon
;2018-09;84;6;charbon
;2018-10;84;6;charbon
;2018-11;84;7;charbon
;2018-12;84;7;charbon
;2019-01;84;8;charbon
;2019-02;84;7;charbon
;2019-03;84;3;charbon
;2019-04;84;4;charbon
;2019-05;84;5;charbon
;2019-06;84;4;charbon
;2019-07;84;5;charbon
;2019-08;84;1;charbon
;2019-09;84;6;charbon
;2019-10;84;7;charbon
;2019-11;84;8;charbon
;2019-12;84;7;charbon
;2014-01;93;53;charbon
;2014-02;93;-2;charbon
;2014-03;93;-1;charbon
;2014-04;93;-1;charbon
;2014-05;93;0;charbon
;2014-06;93;-2;charbon
;2014-07;93;3;charbon
;2014-08;93;18;charbon
;2014-09;93;105;charbon
;2014-10;93;187;charbon
;2014-11;93;179;charbon
;2014-12;93;237;charbon
;2015-01;93;213;charbon
;2015-02;93;312;charbon
;2015-03;93;225;charbon
;2015-04;93;82;charbon
;2015-05;93;-2;charbon
;2015-06;93;16;charbon
;2015-07;93;117;charbon
;2015-08;93;-1;charbon
;2015-09;93;67;charbon
;2015-10;93;211;charbon
;2015-11;93;160;charbon
;2015-12;93;164;charbon
;2016-01;93;50;charbon
;2016-02;93;25;charbon
;2016-03;93;21;charbon
;2016-04;93;33;charbon
;2016-05;93;18;charbon
;2016-06;93;16;charbon
;2016-07;93;96;charbon
;2016-08;93;36;charbon
;2016-09;93;256;charbon
;2016-10;93;346;charbon
;2016-11;93;244;charbon
;2016-12;93;298;charbon
;2017-01;93;379;charbon
;2017-02;93;2;charbon
;2017-03;93;0;charbon
;2017-04;93;12;charbon
;2017-05;93;24;charbon
;2017-06;93;51;charbon
;2017-07;93;65;charbon
;2017-08;93;26;charbon
;2017-09;93;64;charbon
;2017-10;93;73;charbon
;2017-11;93;295;charbon
;2017-12;93;203;charbon
;2018-01;93;22;charbon
;2018-02;93;119;charbon
;2018-03;93;91;charbon
;2018-04;93;-1;charbon
;2018-05;93;-2;charbon
;2018-06;93;-1;charbon
;2018-07;93;-1;charbon
;2018-08;93;0;charbon
;2018-09;93;0;charbon
;2018-10;93;-2;charbon
;2018-11;93;31;charbon
;2018-12;93;-2;charbon
;2019-01;93;0;charbon
;2019-02;93;-2;charbon
;2019-03;93;-2;charbon
;2019-04;93;-2;charbon
;2019-05;93;-1;charbon
;2019-06;93;0;charbon
;2019-07;93;0;charbon
;2019-08;93;0;charbon
;2019-09;93;-1;charbon
;2019-10;93;-1;charbon
;2019-11;93;-1;charbon
;2019-12;93;0;charbon
;2014-01;11;4;fioul
;2014-02;11;-1;fioul
;2014-03;11;19;fioul
;2014-04;11;8;fioul
;2014-05;11;2;fioul
;2014-06;11;0;fioul
;2014-07;11;1;fioul
;2014-08;11;1;fioul
;2014-09;11;10;fioul
;2014-10;11;22;fioul
;2014-11;11;19;fioul
;2014-12;11;4;fioul
;2015-01;11;0;fioul
;2015-02;11;23;fioul
;2015-03;11;10;fioul
;2015-04;11;2;fioul
;2015-05;11;10;fioul
;2015-06;11;6;fioul
;2015-07;11;6;fioul
;2015-08;11;2;fioul
;2015-09;11;4;fioul
;2015-10;11;16;fioul
;2015-11;11;45;fioul
;2015-12;11;22;fioul
;2016-01;11;0;fioul
;2016-02;11;37;fioul
;2016-03;11;6;fioul
;2016-04;11;27;fioul
;2016-05;11;14;fioul
;2016-06;11;13;fioul
;2016-07;11;3;fioul
;2016-08;11;3;fioul
;2016-09;11;4;fioul
;2016-10;11;19;fioul
;2016-11;11;42;fioul
;2016-12;11;4;fioul
;2017-01;11;235;fioul
;2017-02;11;46;fioul
;2017-03;11;50;fioul
;2017-04;11;1;fioul
;2017-05;11;2;fioul
;2017-06;11;13;fioul
;2017-07;11;1;fioul
;2017-08;11;2;fioul
;2017-09;11;4;fioul
;2017-10;11;2;fioul
;2017-11;11;8;fioul
;2017-12;11;10;fioul
;2018-01;11;0;fioul
;2018-02;11;29;fioul
;2018-03;11;29;fioul
;2018-04;11;2;fioul
;2018-05;11;2;fioul
;2018-06;11;2;fioul
;2018-07;11;4;fioul
;2018-08;11;10;fioul
;2018-09;11;1;fioul
;2018-10;11;2;fioul
;2018-11;11;15;fioul
;2018-12;11;10;fioul
;2019-01;11;8;fioul
;2019-02;11;5;fioul
;2019-03;11;4;fioul
;2019-04;11;2;fioul
;2019-05;11;1;fioul
;2019-06;11;1;fioul
;2019-07;11;3;fioul
;2019-08;11;2;fioul
;2019-09;11;1;fioul
;2019-10;11;2;fioul
;2019-11;11;15;fioul
;2019-12;11;16;fioul
;2014-01;24;0;fioul
;2014-02;24;0;fioul
;2014-03;24;0;fioul
;2014-04;24;0;fioul
;2014-05;24;0;fioul
;2014-06;24;0;fioul
;2014-07;24;0;fioul
;2014-08;24;0;fioul
;2014-09;24;0;fioul
;2014-10;24;0;fioul
;2014-11;24;0;fioul
;2014-12;24;0;fioul
;2015-01;24;0;fioul
;2015-02;24;0;fioul
;2015-03;24;0;fioul
;2015-04;24;0;fioul
;2015-05;24;0;fioul
;2015-06;24;0;fioul
;2015-07;24;0;fioul
;2015-08;24;0;fioul
;2015-09;24;0;fioul
;2015-10;24;0;fioul
;2015-11;24;0;fioul
;2015-12;24;0;fioul
;2016-01;24;0;fioul
;2016-02;24;0;fioul
;2016-03;24;0;fioul
;2016-04;24;0;fioul
;2016-05;24;0;fioul
;2016-06;24;0;fioul
;2016-07;24;0;fioul
;2016-08;24;0;fioul
;2016-09;24;0;fioul
;2016-10;24;0;fioul
;2016-11;24;0;fioul
;2016-12;24;0;fioul
;2017-01;24;0;fioul
;2017-02;24;0;fioul
;2017-03;24;0;fioul
;2017-04;24;0;fioul
;2017-05;24;0;fioul
;2017-06;24;0;fioul
;2017-07;24;0;fioul
;2017-08;24;0;fioul
;2017-09;24;0;fioul
;2017-10;24;0;fioul
;2017-11;24;0;fioul
;2017-12;24;0;fioul
;2018-01;24;0;fioul
;2018-02;24;0;fioul
;2018-03;24;0;fioul
;2018-04;24;0;fioul
;2018-05;24;0;fioul
;2018-06;24;0;fioul
;2018-07;24;0;fioul
;2018-08;24;0;fioul
;2018-09;24;0;fioul
;2018-10;24;0;fioul
;2018-11;24;0;fioul
;2018-12;24;0;fioul
;2019-01;24;0;fioul
;2019-02;24;0;fioul
;2019-03;24;0;fioul
;2019-04;24;0;fioul
;2019-05;24;0;fioul
;2019-06;24;0;fioul
